model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Fiesta,2016,8500,Manual,23457.0,Petrol,0.0,65.7,1.0
 Focus,2018,14985,Manual,5400.0,Petrol,150.0,58.9,1.0
 Fiesta,2017,9985,Manual,13555.0,Petrol,145.0,65.7,1.0
 Focus,2009,1999,Manual,113492.0,Petrol,200.0,42.2,1.6
 Fiesta,2006,1299,Manual,97556.0,Diesel,30.0,62.8,1.4
 Focus,2010,2499,Manual,87023.0,Diesel,30.0,62.8,1.6
 Kuga,2018,17369,Manual,10945.0,Petrol,150.0,39.2,1.5
 Focus,2009,2495,Manual,107000.0,Petrol,205.0,42.2,1.6
 Focus,2009,2995,Manual,98000.0,Diesel,145.0,54.3,1.8
 KA,2008,1795,Manual,63000.0,Petrol,160.0,45.6,1.3
 Mondeo,2011,3495,Manual,137000.0,Diesel,145.0,53.3,2.0
 C-MAX,2016,9750,Automatic,30983.0,Diesel,30.0,58.9,1.5
 B-MAX,2014,6925,Manual,31358.0,Petrol,30.0,55.4,1.0
 Fiesta,2017,9250,Manual,21128.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,9689,Manual,24989.0,Petrol,0.0,65.7,1.0
 Mondeo,2016,10998,Manual,22526.0,Diesel,0.0,78.5,1.5
 KA,2014,4499,Manual,31599.0,Petrol,30.0,57.7,1.2
 Fiesta,2017,9850,Manual,19610.0,Petrol,0.0,65.7,1.0
 Focus,2016,14695,Manual,33896.0,Diesel,20.0,67.3,2.0
 C-MAX,2015,8985,Automatic,24757.0,Diesel,20.0,64.2,1.5
 C-MAX,2014,8695,Manual,31000.0,Diesel,120.0,55.4,2.0
 Fiesta,2014,6495,Manual,46000.0,Petrol,30.0,54.3,1.2
 Fiesta,2013,7995,Semi-Auto,23000.0,Petrol,145.0,47.9,1.6
 Kuga,2014,10495,Manual,39000.0,Diesel,205.0,47.9,2.0
 Edge,2017,16325,Manual,53204.0,Diesel,160.0,48.7,2.0
 Fiesta,2013,7250,Manual,33000.0,Diesel,0.0,76.4,1.5
 Focus,2018,13750,Manual,14000.0,Petrol,150.0,51.4,1.5
 Focus,2015,8750,Manual,41000.0,Diesel,0.0,74.3,1.5
 Focus,2017,18900,Manual,16000.0,Petrol,200.0,41.5,2.0
 Fiesta,2018,13000,Manual,16800.0,Petrol,145.0,58.9,1.0
 Focus,2016,16250,Manual,19500.0,Petrol,200.0,41.5,2.0
 Focus,2016,13750,Manual,38000.0,Diesel,20.0,67.3,2.0
 Focus,2012,4499,Manual,93193.0,Petrol,145.0,47.9,1.6
 Grand C-MAX,2011,3399,Manual,142963.0,Diesel,145.0,53.3,2.0
 KA,2010,2799,Manual,89027.0,Petrol,30.0,55.4,1.2
 Focus,2017,11500,Automatic,29755.0,Petrol,145.0,51.4,1.0
 Fiesta,2009,3989,Manual,88733.0,Petrol,150.0,49.6,1.4
 Edge,2019,29989,Automatic,4536.0,Diesel,150.0,37.2,2.0
 Focus,2019,19000,Manual,4800.0,Petrol,145.0,45.6,1.5
 Mondeo,2018,16000,Manual,10150.0,Diesel,145.0,65.7,2.0
 Kuga,2011,7500,Manual,68600.0,Diesel,200.0,47.1,2.0
 Fiesta,2012,5250,Manual,67000.0,Diesel,20.0,68.9,1.6
 Fiesta,2016,7750,Manual,45000.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,13000,Manual,3000.0,Petrol,145.0,61.4,1.0
 EcoSport,2016,8000,Manual,58000.0,Petrol,125.0,53.3,1.0
 Focus,2013,6250,Manual,53000.0,Petrol,145.0,47.9,1.6
 Kuga,2015,11000,Manual,38000.0,Diesel,125.0,60.1,2.0
 Focus,2019,15500,Manual,10000.0,Petrol,145.0,60.1,1.0
 Kuga,2015,13500,Automatic,33700.0,Petrol,235.0,38.2,1.5
 Focus,2020,20000,Manual,100.0,Petrol,145.0,60.1,1.0
 Focus,2017,16489,Manual,17155.0,Diesel,145.0,67.3,2.0
 B-MAX,2018,11989,Manual,8624.0,Petrol,145.0,55.4,1.0
 Fiesta,2017,8289,Manual,28405.0,Petrol,150.0,65.7,1.0
 Mustang,2018,28489,Manual,15744.0,Petrol,150.0,20.9,5.0
 Kuga,2018,16489,Manual,40658.0,Diesel,145.0,60.1,2.0
 Kuga,2017,12489,Manual,53628.0,Diesel,145.0,54.3,2.0
 Focus,2018,14789,Manual,10444.0,Petrol,145.0,60.1,1.0
 Fiesta,2010,3689,Manual,76648.0,Petrol,145.0,49.6,1.4
 Focus,2016,9388,Semi-Auto,32780.0,Diesel,0.0,67.3,1.5
 Fiesta,2019,12389,Manual,14948.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,8000,Manual,28000.0,Petrol,0.0,65.7,1.0
 Focus,2018,14500,Manual,9000.0,Petrol,145.0,50.4,1.5
 Fiesta,2012,4650,Manual,52000.0,Petrol,125.0,50.4,1.2
 Fiesta,2017,8800,Manual,16000.0,Petrol,150.0,54.3,1.2
 Fiesta,2016,8000,Manual,40000.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,8750,Manual,19000.0,Petrol,125.0,54.3,1.2
 C-MAX,2017,9989,Manual,28264.0,Diesel,20.0,68.9,1.5
 Focus,2019,13989,Manual,14413.0,Petrol,145.0,58.9,1.0
 Kuga,2017,13489,Manual,29618.0,Diesel,145.0,64.2,1.5
 EcoSport,2019,14989,Manual,9171.0,Petrol,145.0,53.3,1.0
 Fiesta,2019,12489,Manual,11623.0,Petrol,145.0,58.9,1.0
 Focus,2015,7489,Manual,51864.0,Diesel,20.0,67.3,1.6
 Focus,2017,11689,Manual,14132.0,Diesel,0.0,74.3,1.5
 Focus,2019,24989,Manual,6760.0,Petrol,150.0,34.5,2.3
 Focus,2018,13289,Manual,13387.0,Diesel,150.0,74.3,1.5
 Focus,2019,15489,Manual,6889.0,Petrol,145.0,60.1,1.0
 Focus,2017,10689,Manual,15337.0,Diesel,0.0,74.3,1.5
 Focus,2018,12989,Manual,9884.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,9489,Manual,34180.0,Petrol,145.0,65.7,1.0
 Mondeo,2015,9000,Manual,57547.0,Diesel,145.0,46.3,2.0
 Fiesta,2017,8900,Manual,25520.0,Petrol,125.0,54.3,1.2
 Fiesta,2013,6489,Manual,47157.0,Petrol,30.0,54.3,1.2
 B-MAX,2017,9989,Manual,27590.0,Petrol,30.0,56.5,1.0
 Focus,2018,11589,Manual,17997.0,Petrol,145.0,60.1,1.0
 Kuga,2017,13989,Manual,10580.0,Diesel,30.0,64.2,1.5
 EcoSport,2017,9489,Manual,22798.0,Petrol,145.0,52.3,1.0
 Focus,2018,12189,Manual,10283.0,Petrol,145.0,60.1,1.0
 Kuga,2017,16989,Manual,14422.0,Petrol,160.0,45.6,1.5
 Kuga,2017,13189,Manual,23139.0,Diesel,145.0,64.2,1.5
 Kuga,2017,16989,Manual,24293.0,Diesel,145.0,54.3,2.0
 Fiesta,2011,4489,Manual,67145.0,Petrol,125.0,50.4,1.2
 EcoSport,2019,16489,Manual,5529.0,Petrol,145.0,51.4,1.0
 S-MAX,2016,17489,Manual,17081.0,Diesel,125.0,56.5,2.0
 Fiesta,2018,9789,Manual,16577.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,9289,Manual,16086.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,9688,Manual,17157.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,8889,Manual,10951.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,9889,Manual,14085.0,Petrol,145.0,65.7,1.0
 Kuga,2017,16000,Manual,28529.0,Diesel,145.0,54.3,2.0
 Focus,2017,13000,Manual,24484.0,Diesel,145.0,70.6,0.0
 Focus,2017,12000,Manual,18116.0,Diesel,145.0,74.3,1.5
 Mondeo,2017,13300,Manual,20301.0,Diesel,145.0,78.5,1.5
 EcoSport,2016,8800,Manual,27692.0,Petrol,125.0,53.3,1.0
 Fiesta,2014,8000,Manual,30226.0,Diesel,0.0,76.4,1.5
 Kuga,2018,17500,Automatic,26562.0,Diesel,145.0,58.9,1.5
 Focus,2018,11989,Manual,29086.0,Diesel,145.0,74.3,1.5
 Fiesta,2017,9489,Manual,29307.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,8989,Manual,16939.0,Petrol,0.0,65.7,1.0
 Ka+,2018,7989,Manual,25940.0,Petrol,145.0,57.7,1.2
 Fiesta,2017,9989,Manual,5561.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,8489,Manual,25320.0,Petrol,125.0,54.3,1.2
 Focus,2018,13989,Automatic,16064.0,Petrol,145.0,51.4,1.0
 Fiesta,2013,5989,Manual,54581.0,Petrol,30.0,54.3,1.2
 Fiesta,2017,10489,Manual,21518.0,Petrol,145.0,62.8,1.0
 Focus,2017,10289,Manual,20254.0,Diesel,0.0,74.3,1.5
 Mondeo,2015,10700,Manual,47610.0,Diesel,30.0,56.5,2.0
 Kuga,2016,16000,Automatic,30179.0,Diesel,145.0,52.3,2.0
 Fiesta,2018,9500,Manual,27461.0,Petrol,145.0,64.2,1.1
 Fiesta,2019,12700,Manual,11151.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,9700,Manual,11186.0,Petrol,0.0,65.7,1.0
 Kuga,2017,15000,Manual,32827.0,Diesel,150.0,54.3,2.0
 Focus,2019,18400,Manual,8230.0,Diesel,145.0,74.3,1.5
 Fiesta,2017,10000,Manual,27284.0,Petrol,145.0,65.7,1.0
 Fiesta,2017,10000,Manual,6311.0,Petrol,0.0,65.7,1.0
 KA,2015,5200,Manual,28192.0,Petrol,30.0,57.7,1.2
 Fiesta,2016,8389,Manual,18017.0,Petrol,125.0,54.3,1.2
 Fiesta,2018,11188,Manual,23493.0,Diesel,145.0,88.3,1.5
 Fiesta,2017,9489,Manual,37566.0,Petrol,0.0,65.7,1.0
 EcoSport,2014,8689,Manual,30817.0,Petrol,125.0,53.3,1.0
 Focus,2018,10189,Manual,36347.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10989,Manual,13496.0,Petrol,145.0,65.7,1.0
 S-MAX,2017,14989,Semi-Auto,35680.0,Diesel,145.0,52.3,2.0
 Focus,2017,9989,Manual,16299.0,Diesel,0.0,74.3,1.5
 Kuga,2018,14989,Manual,38284.0,Petrol,145.0,45.6,1.5
 Fiesta,2018,8788,Manual,33610.0,Petrol,145.0,64.2,1.1
 Puma,2020,18994,Manual,214.0,Petrol,145.0,51.4,1.0
 C-MAX,2014,7890,Automatic,37822.0,Diesel,160.0,50.4,2.0
 S-MAX,2014,9990,Manual,19391.0,Diesel,145.0,54.3,1.6
 Galaxy,2018,18290,Automatic,28425.0,Diesel,145.0,52.3,2.0
 Galaxy,2016,15799,Automatic,14604.0,Diesel,145.0,52.3,2.0
 Fiesta,2018,9998,Manual,2332.0,Petrol,145.0,55.4,1.1
 Kuga,2019,18499,Automatic,8252.0,Petrol,145.0,31.0,1.5
 Kuga,2019,17299,Automatic,24277.0,Diesel,145.0,37.2,2.0
 Kuga,2016,13890,Manual,5313.0,Petrol,160.0,45.6,1.5
 Kuga,2017,14480,Automatic,34308.0,Diesel,145.0,54.3,2.0
 Fiesta,2015,7299,Manual,42324.0,Diesel,0.0,88.3,1.5
 Kuga,2017,13499,Automatic,5607.0,Petrol,145.0,38.2,1.5
 Focus,2018,13445,Manual,19672.0,Petrol,145.0,60.1,1.0
 Kuga,2016,12899,Manual,8918.0,Diesel,145.0,54.3,2.0
 S-MAX,2016,17899,Automatic,25648.0,Petrol,260.0,35.8,2.0
 S-MAX,2017,18299,Automatic,14401.0,Diesel,145.0,51.4,2.0
 Kuga,2019,15899,Manual,6562.0,Petrol,145.0,34.4,1.5
 Kuga,2017,16699,Manual,13374.0,Diesel,150.0,60.1,2.0
 EcoSport,2017,9199,Manual,18895.0,Petrol,145.0,53.3,1.0
 Kuga,2019,16499,Manual,16000.0,Diesel,145.0,45.6,1.5
 KA,2012,3499,Manual,65000.0,Petrol,30.0,57.7,1.2
 Focus,2013,5499,Manual,84000.0,Diesel,20.0,67.3,1.6
 Kuga,2015,10199,Manual,44000.0,Diesel,125.0,60.1,2.0
 Focus,2015,6499,Automatic,72000.0,Petrol,165.0,44.8,1.6
 Fiesta,2014,4799,Manual,74000.0,Petrol,0.0,65.7,1.0
 Fiesta,2009,3495,Manual,92836.0,Petrol,145.0,49.6,1.4
 Fiesta,2017,7995,Manual,18020.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,8995,Manual,28105.0,Petrol,0.0,65.7,1.0
 B-MAX,2017,8495,Manual,16967.0,Diesel,145.0,74.3,1.5
 Focus,2019,13980,Manual,12632.0,Petrol,145.0,60.1,1.0
 Focus,2019,17990,Automatic,3289.0,Diesel,145.0,74.3,1.5
 Focus,2018,14990,Manual,1850.0,Petrol,145.0,60.1,1.0
 Focus,2017,10899,Automatic,13879.0,Petrol,125.0,51.4,1.0
 Focus,2018,13699,Manual,5342.0,Petrol,150.0,58.9,1.0
 Focus,2017,10280,Manual,12257.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,12290,Manual,5093.0,Petrol,145.0,58.9,1.0
 Fiesta,2012,3690,Manual,95299.0,Diesel,0.0,68.9,1.6
 Grand C-MAX,2017,7994,Manual,53296.0,Diesel,30.0,64.2,1.5
 Grand C-MAX,2016,8689,Manual,32501.0,Diesel,30.0,64.2,1.5
 Focus,2013,6729,Manual,71098.0,Diesel,20.0,67.3,1.6
 Grand C-MAX,2012,6650,Manual,58745.0,Petrol,200.0,40.9,1.6
 Focus,2013,4999,Manual,83772.0,Diesel,0.0,76.4,1.6
 Focus,2014,6295,Manual,66278.0,Petrol,30.0,56.5,1.0
 Fiesta,2018,15000,Manual,22006.0,Petrol,145.0,40.3,1.5
 Mondeo,2017,9999,Manual,60000.0,Diesel,0.0,78.5,1.5
 Kuga,2016,10499,Manual,51000.0,Diesel,30.0,64.2,1.5
 Fiesta,2014,6499,Manual,52000.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,7499,Manual,29000.0,Petrol,125.0,54.3,1.2
 C-MAX,2018,10995,Manual,10703.0,Petrol,145.0,48.7,1.0
 Mondeo,2017,13995,Manual,1900.0,Petrol,145.0,48.7,1.5
 KA,2008,1294,Manual,59750.0,Petrol,160.0,43.5,1.3
 Focus,2013,6995,Automatic,35850.0,Petrol,165.0,44.1,1.6
 Grand C-MAX,2017,10290,Manual,24088.0,Diesel,145.0,64.2,1.5
 Fiesta,2016,8780,Manual,15695.0,Petrol,0.0,65.7,1.0
 Galaxy,2016,14999,Manual,36136.0,Diesel,125.0,56.5,2.0
 Focus,2017,12199,Manual,8600.0,Petrol,145.0,57.7,1.0
 Fiesta,2015,6199,Manual,40700.0,Petrol,125.0,54.3,1.2
 Kuga,2014,9299,Manual,47678.0,Diesel,145.0,47.9,2.0
 Fiesta,2014,7599,Manual,26536.0,Petrol,0.0,65.7,1.0
 C-MAX,2017,13799,Manual,7365.0,Petrol,145.0,55.4,1.0
 Fiesta,2018,9499,Manual,10264.0,Petrol,145.0,58.9,1.0
 Focus,2018,12610,Manual,26052.0,Petrol,145.0,57.7,1.0
 Fiesta,2014,8879,Automatic,12945.0,Petrol,145.0,47.9,1.6
 Focus,2015,10899,Manual,14929.0,Diesel,0.0,74.3,1.5
 Focus,2015,9000,Manual,33917.0,Petrol,20.0,60.1,1.0
 Fiesta,2016,10000,Manual,19934.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,7900,Manual,40284.0,Petrol,125.0,54.3,1.2
 Kuga,2019,18800,Manual,13476.0,Petrol,145.0,35.3,1.5
 Kuga,2017,16800,Manual,8511.0,Diesel,125.0,60.1,2.0
 Fiesta,2017,9000,Manual,15809.0,Petrol,150.0,65.7,1.0
 Kuga,2017,15700,Manual,14594.0,Diesel,125.0,60.1,2.0
 C-MAX,2017,10800,Manual,9392.0,Petrol,165.0,44.1,1.6
 B-MAX,2017,8675,Manual,9339.0,Petrol,150.0,55.4,1.0
 Focus,2015,9200,Manual,32000.0,Petrol,20.0,60.1,1.0
 Fiesta,2015,7489,Manual,51950.0,Petrol,20.0,62.8,1.0
 Fiesta,2018,15489,Manual,6355.0,Petrol,145.0,62.8,1.0
 EcoSport,2017,9989,Manual,27240.0,Petrol,145.0,53.3,1.0
 Ka+,2017,8289,Manual,409.0,Petrol,145.0,57.7,1.2
 Fiesta,2018,10498,Manual,12229.0,Petrol,145.0,58.9,1.0
 KA,2016,5990,Manual,17081.0,Petrol,30.0,57.7,1.2
 S-MAX,2016,14498,Automatic,9966.0,Diesel,145.0,52.3,2.0
 Fiesta,2017,8990,Manual,33553.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,9990,Manual,14440.0,Petrol,145.0,65.7,1.0
 Galaxy,2018,16475,Manual,8346.0,Diesel,145.0,56.5,2.0
 C-MAX,2013,3990,Manual,111810.0,Diesel,30.0,62.8,1.6
 Focus,2019,19300,Automatic,1592.0,Petrol,150.0,51.4,1.0
 Fiesta,2017,11000,Manual,17025.0,Diesel,145.0,78.5,1.5
 Kuga,2016,12000,Manual,40148.0,Diesel,125.0,60.1,2.0
 Focus,2014,7599,Manual,54672.0,Diesel,20.0,67.3,1.6
 Fiesta,2018,10999,Manual,18821.0,Petrol,145.0,56.5,1.0
 Focus,2018,12699,Manual,8839.0,Petrol,145.0,57.7,1.0
 Kuga,2017,17000,Automatic,9946.0,Diesel,150.0,54.3,2.0
 Kuga,2018,18869,Manual,22218.0,Diesel,145.0,54.3,2.0
 Fiesta,2016,7999,Manual,18435.0,Petrol,125.0,54.3,1.2
 Kuga,2015,11399,Manual,33567.0,Diesel,125.0,60.1,2.0
 B-MAX,2016,9611,Manual,13390.0,Petrol,30.0,57.7,1.0
 Mondeo,2016,8899,Manual,94689.0,Diesel,30.0,62.8,2.0
 S-MAX,2008,4695,Manual,72900.0,Diesel,200.0,45.6,2.0
 Fiesta,2015,7695,Manual,28200.0,Petrol,30.0,54.3,1.2
 Fiesta,2013,7995,Automatic,27500.0,Petrol,145.0,47.9,1.6
 EcoSport,2017,11995,Manual,18000.0,Petrol,145.0,52.3,1.0
 Mondeo,2017,15800,Automatic,30767.0,Petrol,240.0,38.2,2.0
 Fiesta,2017,8900,Manual,26118.0,Petrol,150.0,54.3,1.2
 C-MAX,2017,11000,Manual,5726.0,Petrol,150.0,44.1,1.6
 Kuga,2013,10200,Manual,49766.0,Diesel,20.0,60.1,2.0
 Focus,2017,11000,Manual,12358.0,Petrol,20.0,60.1,1.0
 Focus,2017,12000,Manual,36851.0,Diesel,150.0,74.3,1.5
 Fiesta,2016,8999,Manual,14268.0,Petrol,0.0,65.7,1.0
 Mondeo,2015,9799,Manual,48484.0,Diesel,30.0,65.7,2.0
 Fiesta,2017,8499,Manual,12606.0,Petrol,145.0,54.3,1.2
 Mondeo,2018,12999,Manual,25659.0,Diesel,145.0,47.1,2.0
 Fiesta,2017,7499,Manual,32796.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,7899,Manual,30390.0,Petrol,145.0,64.2,1.1
 Fiesta,2018,9899,Manual,22115.0,Diesel,145.0,85.6,1.5
 KA,2014,4199,Manual,57533.0,Petrol,30.0,57.7,1.2
 KA,2014,4399,Manual,49393.0,Petrol,30.0,57.7,1.2
 EcoSport,2017,9199,Manual,29778.0,Petrol,125.0,52.3,1.0
 Kuga,2015,10999,Manual,47528.0,Diesel,145.0,54.3,2.0
 Kuga,2015,12399,Manual,24199.0,Diesel,125.0,60.1,2.0
 Kuga,2014,11899,Manual,33271.0,Diesel,160.0,47.9,2.0
 Kuga,2015,14699,Automatic,18537.0,Petrol,235.0,38.2,1.5
 Focus,2015,8599,Manual,26664.0,Diesel,0.0,74.3,1.5
 Focus,2016,9299,Manual,26805.0,Diesel,0.0,74.3,1.5
 Focus,2015,9199,Manual,45045.0,Diesel,0.0,74.3,1.5
 Kuga,2016,13595,Automatic,44595.0,Diesel,145.0,52.3,2.0
 Kuga,2016,14499,Automatic,29386.0,Petrol,235.0,38.2,1.5
 Kuga,2014,9999,Manual,40424.0,Diesel,145.0,53.3,2.0
 Fiesta,2013,5750,Manual,45761.0,Petrol,30.0,54.3,1.2
 Fiesta,2015,6995,Manual,41198.0,Petrol,0.0,65.7,1.0
 Focus,2016,8450,Manual,23854.0,Diesel,0.0,74.3,1.5
 Focus,2017,12452,Manual,18729.0,Petrol,145.0,50.4,1.5
 Focus,2016,7999,Manual,66442.0,Diesel,0.0,74.3,1.5
 Mondeo,2016,11739,Manual,40230.0,Diesel,30.0,64.2,2.0
 C-MAX,2016,10587,Automatic,15370.0,Diesel,20.0,64.2,1.5
 Mondeo,2016,7499,Manual,85989.0,Diesel,0.0,78.5,1.5
 Grand C-MAX,2016,11999,Automatic,8656.0,Diesel,30.0,58.9,1.5
 Focus,2015,9999,Manual,13946.0,Diesel,0.0,74.3,1.5
 Focus,2018,12399,Manual,15420.0,Petrol,145.0,57.7,1.0
 Focus,2015,7099,Manual,74176.0,Diesel,0.0,74.3,1.5
 Fiesta,2015,7599,Manual,24329.0,Diesel,0.0,78.5,1.5
 Focus,2011,9199,Manual,47304.0,Petrol,325.0,30.4,2.5
 Fiesta,2016,8299,Manual,13788.0,Petrol,125.0,54.3,1.2
 Kuga,2019,16499,Manual,11266.0,Diesel,145.0,38.2,2.0
 Kuga,2019,16499,Manual,16258.0,Diesel,145.0,38.2,2.0
 Fiesta,2016,7250,Manual,39482.0,Diesel,0.0,78.5,1.5
 Fiesta,2016,8999,Manual,21975.0,Petrol,0.0,65.7,1.0
 Focus,2016,9850,Manual,20764.0,Diesel,0.0,74.3,1.5
 Kuga,2014,10499,Manual,48480.0,Diesel,145.0,54.3,2.0
 Focus,2017,11850,Manual,18466.0,Diesel,145.0,74.3,1.5
 Fiesta,2014,5699,Manual,43288.0,Diesel,0.0,85.6,1.6
 Focus,2015,7468,Manual,66825.0,Diesel,0.0,74.3,1.5
 Fiesta,2015,6750,Manual,11900.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,7560,Manual,46924.0,Diesel,0.0,88.3,1.5
 EcoSport,2018,14105,Manual,13953.0,Petrol,145.0,54.3,1.0
 Focus,2016,9699,Manual,42330.0,Diesel,0.0,74.3,1.5
 Focus,2016,7299,Manual,88993.0,Diesel,0.0,74.3,1.5
 Focus,2014,8175,Manual,36008.0,Diesel,20.0,67.3,1.6
 Focus,2017,10499,Manual,29396.0,Diesel,0.0,74.3,1.5
 Focus,2012,9799,Manual,54750.0,Petrol,235.0,39.2,2.0
 Fiesta,2014,7299,Manual,57982.0,Petrol,0.0,65.7,1.0
 Grand C-MAX,2017,10999,Automatic,18415.0,Diesel,30.0,58.9,1.5
 Fiesta,2013,6699,Manual,33542.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,9599,Automatic,27438.0,Petrol,0.0,57.7,1.0
 Focus,2017,10499,Manual,19530.0,Petrol,145.0,61.4,1.0
 Fiesta,2018,13946,Automatic,13724.0,Petrol,145.0,49.6,1.0
 Focus,2017,15395,Manual,26908.0,Diesel,145.0,67.3,2.0
 Galaxy,2017,17334,Automatic,39824.0,Diesel,145.0,52.3,2.0
 Mondeo,2018,14399,Automatic,28397.0,Diesel,145.0,45.6,2.0
 Focus,2018,13231,Manual,11856.0,Petrol,145.0,57.7,1.0
 Fiesta,2015,7899,Manual,30125.0,Petrol,0.0,65.7,1.0
 Fiesta,2013,4599,Manual,73611.0,Diesel,0.0,76.4,1.5
 Focus,2014,7495,Manual,29352.0,Diesel,20.0,67.3,1.6
 Grand C-MAX,2014,9195,Automatic,43391.0,Diesel,160.0,48.7,2.0
 Mondeo,2015,8494,Manual,76215.0,Diesel,0.0,78.5,1.5
 Focus,2017,11595,Manual,25392.0,Petrol,145.0,60.1,1.0
 Focus,2014,7983,Automatic,29390.0,Petrol,160.0,44.8,1.6
 Kuga,2013,10499,Manual,23807.0,Diesel,145.0,53.3,2.0
 Focus,2016,9920,Manual,34894.0,Petrol,20.0,60.1,1.0
 Fiesta,2016,8277,Manual,18543.0,Petrol,125.0,54.3,1.2
 Focus,2018,17182,Manual,15672.0,Petrol,145.0,41.5,2.0
 Grand C-MAX,2018,13999,Manual,12135.0,Petrol,145.0,47.1,1.0
 Fiesta,2014,6614,Manual,28694.0,Petrol,30.0,54.3,1.2
 S-MAX,2016,15857,Manual,29118.0,Diesel,125.0,56.5,2.0
 Focus,2016,9099,Automatic,39191.0,Diesel,20.0,67.3,1.5
 Fiesta,2014,4995,Manual,82809.0,Diesel,0.0,76.4,1.5
 Fiesta,2018,10999,Manual,28337.0,Petrol,145.0,65.7,1.0
 C-MAX,2016,8530,Automatic,37212.0,Diesel,20.0,64.2,1.5
 Kuga,2019,16499,Manual,16151.0,Diesel,145.0,38.2,2.0
 S-MAX,2016,16450,Automatic,29156.0,Diesel,145.0,52.3,2.0
 Kuga,2019,16499,Manual,13500.0,Diesel,145.0,38.2,2.0
 Fiesta,2017,8999,Manual,26740.0,Diesel,145.0,85.6,1.5
 Focus,2017,12295,Manual,13849.0,Diesel,145.0,74.3,1.5
 Galaxy,2017,17999,Manual,33115.0,Diesel,125.0,56.5,2.0
 C-MAX,2016,10750,Manual,15101.0,Petrol,30.0,55.4,1.0
 Mondeo,2018,13699,Automatic,47320.0,Diesel,145.0,45.6,2.0
 Mondeo,2018,13999,Automatic,33643.0,Diesel,145.0,45.6,2.0
 Focus,2017,11850,Manual,15013.0,Diesel,145.0,74.3,1.5
 Grand C-MAX,2016,10750,Manual,25929.0,Diesel,30.0,64.2,1.5
 Focus,2016,15799,Manual,19750.0,Petrol,200.0,41.5,2.0
 Fiesta,2015,8750,Manual,15548.0,Petrol,0.0,65.7,1.0
 Focus,2017,12612,Manual,8974.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,7699,Manual,27426.0,Petrol,0.0,65.7,1.0
 Kuga,2016,14299,Automatic,24368.0,Diesel,145.0,52.3,2.0
 Fiesta,2016,8399,Manual,15382.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,10199,Manual,18010.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,7499,Manual,27243.0,Petrol,125.0,54.3,1.2
 Kuga,2016,11599,Manual,27004.0,Diesel,125.0,60.1,2.0
 Focus,2015,8999,Manual,20300.0,Petrol,20.0,58.9,1.0
 Mondeo,2018,13999,Automatic,31345.0,Diesel,145.0,45.6,2.0
 Fiesta,2018,9999,Manual,42415.0,Petrol,145.0,56.5,1.0
 Mondeo,2015,8099,Manual,84443.0,Diesel,0.0,78.5,1.5
 Focus,2017,11599,Manual,21618.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,8388,Manual,24784.0,Petrol,125.0,54.3,1.2
 Fiesta,2015,7342,Manual,19562.0,Petrol,0.0,65.7,1.0
 B-MAX,2017,8899,Manual,16491.0,Petrol,145.0,56.5,1.0
 Fiesta,2016,8912,Manual,21840.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,10999,Manual,28323.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,10151,Manual,24664.0,Diesel,145.0,55.4,1.5
 Focus,2017,11886,Manual,19798.0,Diesel,145.0,74.3,1.5
 Focus,2016,6891,Manual,97190.0,Diesel,20.0,70.6,2.0
 Focus,2017,12099,Manual,14439.0,Diesel,145.0,74.3,1.5
 C-MAX,2012,7750,Manual,24600.0,Petrol,160.0,42.8,1.6
 Focus,2016,14312,Manual,40536.0,Diesel,20.0,67.3,2.0
 Kuga,2017,16795,Manual,23077.0,Diesel,145.0,64.2,1.5
 EcoSport,2018,12495,Manual,16579.0,Petrol,145.0,54.3,1.0
 Fiesta,2018,13995,Automatic,6025.0,Petrol,145.0,48.7,1.0
 Fiesta,2018,13495,Manual,14219.0,Petrol,145.0,62.8,1.0
 EcoSport,2017,9795,Manual,42469.0,Petrol,145.0,64.2,1.5
